Donor_Age,Blood_Type,Recency (months),Frequency (times),Monetary (c.c. blood),Time (months),Donation_Location,Target
33.0,AB+,7.0,45.0,11399,6,Clinic,0
54.0,AB+,16.0,19.0,2432,4,Mobile_Bus,1
27.0,A+,13.0,32.0,4666,50,Mobile_Bus,0
28.0,A+,25.0,,4732,31,Clinic,0
62.0,A-,20.0,27.0,12956,94,Clinic,1
62.0,A+,3.0,50.0,1800,85,Hospital,0
31.0,O+,8.0,28.0,4363,64,Hospital,0
34.0,AB-,17.0,8.0,10438,23,Mobile_Bus,0
43.0,O+,2.0,26.0,2278,54,Mobile_Bus,0
58.0,A+,11.0,1.0,12590,4,Hospital,0
45.0,A-,8.0,10.0,5107,8,Mobile_Bus,0
28.0,A-,28.0,27.0,8026,68,Hospital,0
37.0,AB-,10.0,14.0,12988,94,Mobile_Bus,1
61.0,O-,27.0,28.0,9012,22,Mobile_Bus,0
37.0,AB-,18.0,47.0,3650,73,Mobile_Bus,0
23.0,AB+,9.0,14.0,14861,54,Clinic,1
57.0,AB-,14.0,27.0,5460,76,Hospital,0
23.0,O-,6.0,9.0,4330,38,Hospital,0
,A-,26.0,15.0,1228,93,Mobile_Bus,0
40.0,B-,2.0,40.0,5068,66,Clinic,0
64.0,AB-,11.0,57.0,11238,47,Clinic,1
39.0,O+,17.0,9.0,2813,51,Clinic,1
28.0,B-,6.0,20.0,14252,43,Clinic,1
64.0,AB-,11.0,25.0,12710,44,Mobile_Bus,0
31.0,B-,1.0,41.0,10126,68,Hospital,1
37.0,B+,2.0,14.0,8996,72,Hospital,1
38.0,O+,15.0,,10315,20,Hospital,0
25.0,AB+,15.0,24.0,2648,46,Clinic,1
44.0,AB+,18.0,3.0,779,50,Hospital,1
60.0,AB+,7.0,44.0,707,47,Mobile_Bus,0
20.0,AB+,6.0,25.0,7523,41,Mobile_Bus,1
32.0,A+,23.0,25.0,9442,48,Mobile_Bus,0
150.0,B+,4.0,56.0,1601,11,Hospital,1
38.0,A+,6.0,,3238,44,Hospital,0
59.0,O+,27.0,15.0,7082,92,Mobile_Bus,1
30.0,AB-,19.0,55.0,601,97,Hospital,1
38.0,A+,20.0,30.0,6544,47,Hospital,1
36.0,A-,8.0,,3950,69,Hospital,1
19.0,A-,14.0,40.0,14375,6,Hospital,0
42.0,A-,,33.0,7986,14,Clinic,1
32.0,B-,14.0,43.0,6988,68,Hospital,0
54.0,O+,26.0,10.0,9418,22,Mobile_Bus,1
21.0,O-,4.0,54.0,4912,51,Hospital,1
48.0,B-,16.0,54.0,12093,55,Clinic,0
57.0,B+,18.0,10.0,11258,12,Clinic,0
25.0,O+,28.0,11.0,1944,10,Hospital,0
20.0,B+,22.0,34.0,6204,92,Hospital,1
30.0,O-,16.0,2.0,4047,21,Hospital,1
39.0,O-,21.0,6.0,9797,69,Clinic,1
43.0,A+,9.0,9.0,6382,57,Hospital,0
39.0,A-,4.0,47.0,8238,54,Hospital,0
21.0,AB+,7.0,18.0,14673,20,Hospital,0
58.0,A+,20.0,39.0,12654,64,Clinic,1
53.0,B+,,44.0,1491,23,Clinic,0
49.0,O-,21.0,11.0,12447,29,Mobile_Bus,0
60.0,O-,1.0,4.0,2312,50,Clinic,1
64.0,B+,2.0,5.0,8827,79,Hospital,0
55.0,O+,22.0,6.0,10190,42,Clinic,1
50.0,A+,4.0,20.0,12676,15,Hospital,1
47.0,A-,7.0,11.0,1043,20,Hospital,1
57.0,B-,15.0,2.0,7182,66,Clinic,0
34.0,A+,29.0,46.0,11357,85,Mobile_Bus,1
25.0,A+,15.0,11.0,7956,73,Mobile_Bus,0
50.0,O-,11.0,55.0,7412,82,Mobile_Bus,0
33.0,A-,22.0,3.0,4746,88,Hospital,0
23.0,B+,14.0,11.0,14715,49,Hospital,0
44.0,B-,,11.0,1242,73,Clinic,1
31.0,A-,8.0,26.0,13776,6,Clinic,1
26.0,A+,,21.0,10472,46,Hospital,1
58.0,AB-,19.0,16.0,1308,25,Hospital,0
43.0,A-,2.0,22.0,10443,31,Hospital,1
53.0,AB+,15.0,32.0,10204,28,Hospital,0
19.0,B+,20.0,34.0,1545,1,Hospital,1
31.0,A-,20.0,33.0,3670,14,Hospital,0
64.0,B-,27.0,21.0,11737,32,Mobile_Bus,1
50.0,A-,3.0,55.0,4168,39,Clinic,0
50.0,AB+,6.0,8.0,8014,8,Mobile_Bus,1
39.0,O+,4.0,46.0,12780,93,Hospital,0
52.0,AB+,17.0,50.0,730,57,Clinic,1
56.0,AB+,,53.0,1531,44,Hospital,0
62.0,B-,7.0,48.0,5868,46,Clinic,1
52.0,A-,8.0,,6056,57,Hospital,0
18.0,O-,4.0,36.0,13994,96,Hospital,0
59.0,B-,2.0,57.0,2766,83,Clinic,0
33.0,AB+,2.0,49.0,821,38,Mobile_Bus,0
62.0,A+,7.0,23.0,5779,88,Mobile_Bus,1
32.0,A-,28.0,28.0,8963,63,Mobile_Bus,1
18.0,AB+,24.0,20.0,12465,75,Hospital,0
31.0,O-,13.0,16.0,11580,70,Hospital,1
47.0,O-,19.0,4.0,13836,82,Hospital,1
63.0,O+,19.0,11.0,13714,7,Clinic,0
62.0,AB+,26.0,13.0,1741,26,Mobile_Bus,1
49.0,A-,2.0,54.0,5637,26,Mobile_Bus,0
22.0,A+,22.0,1.0,4164,31,Mobile_Bus,0
55.0,A-,2.0,52.0,2709,60,Clinic,0
58.0,A+,2.0,31.0,5714,7,Clinic,1
62.0,O+,,13.0,5388,33,Mobile_Bus,0
60.0,B-,2.0,15.0,5853,10,Mobile_Bus,0
23.0,B+,25.0,30.0,4193,4,Hospital,0
40.0,AB+,2.0,5.0,1740,31,Hospital,1
33.0,B-,25.0,24.0,6271,81,Clinic,1
44.0,AB+,14.0,53.0,8305,96,Mobile_Bus,1
22.0,O-,,,8110,59,Mobile_Bus,1
48.0,A+,24.0,27.0,5871,82,Clinic,0
36.0,O+,12.0,27.0,6574,87,Mobile_Bus,0
18.0,O-,26.0,36.0,7316,10,Mobile_Bus,0
36.0,AB+,10.0,11.0,1885,83,Hospital,1
43.0,A-,4.0,50.0,9349,99,Mobile_Bus,1
45.0,O+,25.0,17.0,8073,44,Mobile_Bus,1
42.0,AB+,20.0,57.0,14868,47,Mobile_Bus,0
45.0,AB-,17.0,37.0,4507,76,Hospital,1
40.0,AB+,22.0,31.0,6708,24,Mobile_Bus,1
45.0,B-,10.0,49.0,8443,42,Hospital,1
53.0,O-,7.0,10.0,6702,59,Hospital,1
52.0,B+,24.0,4.0,3569,77,Hospital,0
46.0,A+,23.0,16.0,4615,48,Hospital,0
62.0,B-,10.0,12.0,7746,12,Mobile_Bus,0
60.0,B+,2.0,33.0,12778,92,Hospital,1
56.0,A-,,39.0,13328,72,Hospital,0
62.0,B-,18.0,48.0,5246,25,Clinic,1
34.0,O-,24.0,17.0,5773,38,Hospital,1
55.0,O-,13.0,51.0,14605,63,Hospital,1
33.0,A+,14.0,55.0,2238,13,Mobile_Bus,0
,A+,16.0,37.0,810,66,Hospital,0
20.0,A+,11.0,30.0,3285,85,Clinic,1
64.0,B-,5.0,54.0,12517,17,Mobile_Bus,0
64.0,O+,18.0,50.0,725,72,Mobile_Bus,0
28.0,AB-,8.0,44.0,4428,99,Clinic,1
42.0,O+,25.0,32.0,9448,6,Clinic,0
150.0,B-,27.0,58.0,1188,17,Mobile_Bus,0
30.0,A+,12.0,28.0,3730,50,Mobile_Bus,1
62.0,O-,23.0,28.0,14294,30,Clinic,1
21.0,O+,9.0,37.0,11270,34,Hospital,1
24.0,A+,,43.0,11680,21,Clinic,1
36.0,O+,7.0,10.0,13344,81,Mobile_Bus,0
63.0,B-,28.0,31.0,12602,13,Mobile_Bus,1
37.0,O-,13.0,21.0,14342,19,Mobile_Bus,0
,AB-,21.0,12.0,9861,38,Mobile_Bus,0
48.0,O+,9.0,1.0,6604,8,Clinic,0
41.0,O-,19.0,36.0,7575,63,Clinic,0
52.0,A+,17.0,51.0,14554,14,Hospital,1
56.0,AB-,23.0,,12409,71,Clinic,1
25.0,O+,19.0,18.0,4250,61,Mobile_Bus,0
64.0,O-,2.0,13.0,5998,49,Mobile_Bus,1
38.0,B+,12.0,17.0,2775,33,Hospital,0
34.0,A+,5.0,48.0,12044,73,Mobile_Bus,1
34.0,AB+,28.0,16.0,3843,90,Clinic,0
30.0,A-,10.0,48.0,2088,94,Clinic,0
,O+,13.0,28.0,4305,37,Clinic,1
64.0,AB-,11.0,30.0,6933,21,Hospital,1
39.0,A+,27.0,44.0,1890,80,Hospital,1
47.0,AB-,26.0,39.0,1909,38,Hospital,1
48.0,AB-,25.0,7.0,11903,63,Clinic,1
49.0,B+,4.0,57.0,1746,12,Hospital,1
,A-,16.0,,9734,74,Hospital,1
41.0,B-,12.0,2.0,5769,54,Hospital,0
56.0,O-,25.0,9.0,1376,5,Clinic,1
39.0,B+,27.0,54.0,11760,75,Hospital,1
30.0,B+,23.0,52.0,8428,50,Hospital,0
33.0,B+,20.0,29.0,5149,38,Hospital,0
50.0,O-,8.0,38.0,10864,80,Clinic,1
62.0,B-,19.0,32.0,13640,26,Clinic,1
23.0,A+,11.0,,6777,76,Hospital,0
60.0,AB-,12.0,51.0,678,45,Clinic,1
52.0,B+,8.0,17.0,7176,70,Mobile_Bus,1
54.0,A+,12.0,53.0,10337,43,Hospital,0
36.0,B-,9.0,41.0,3534,4,Mobile_Bus,0
60.0,O-,20.0,,4955,62,Hospital,1
25.0,AB-,16.0,,13951,36,Clinic,0
37.0,O+,16.0,22.0,13056,17,Mobile_Bus,0
53.0,A-,4.0,27.0,9555,17,Hospital,0
48.0,B-,,48.0,14155,14,Mobile_Bus,1
25.0,AB+,,15.0,12098,65,Hospital,1
50.0,AB-,19.0,14.0,9696,57,Hospital,1
38.0,A-,11.0,3.0,14087,33,Mobile_Bus,1
35.0,B+,16.0,47.0,13707,13,Clinic,1
44.0,B-,13.0,52.0,2433,74,Mobile_Bus,1
42.0,O+,28.0,29.0,13414,32,Mobile_Bus,0
40.0,A-,22.0,10.0,12334,50,Mobile_Bus,1
,A-,5.0,3.0,8828,42,Hospital,1
62.0,O-,7.0,33.0,6866,30,Clinic,0
63.0,B+,9.0,31.0,4582,65,Mobile_Bus,0
,AB+,13.0,30.0,8013,83,Clinic,0
19.0,A+,22.0,5.0,14125,87,Hospital,1
18.0,AB+,12.0,24.0,7239,11,Mobile_Bus,1
,A-,20.0,19.0,6026,34,Clinic,0
41.0,O-,20.0,29.0,1842,37,Clinic,1
39.0,O+,13.0,16.0,12746,69,Hospital,1
20.0,O+,25.0,21.0,11429,1,Mobile_Bus,0
23.0,A-,15.0,53.0,4922,43,Clinic,0
,A-,11.0,58.0,4268,71,Mobile_Bus,0
39.0,A-,22.0,49.0,6981,55,Hospital,1
58.0,A+,20.0,39.0,12593,38,Hospital,1
58.0,AB-,,,5955,55,Hospital,0
58.0,O+,3.0,,4741,54,Mobile_Bus,1
150.0,AB+,29.0,36.0,2482,49,Mobile_Bus,0
21.0,O-,5.0,54.0,8836,83,Mobile_Bus,0
25.0,A-,29.0,6.0,1396,42,Mobile_Bus,0
46.0,O+,26.0,7.0,11955,43,Hospital,1
21.0,O+,6.0,1.0,3412,17,Mobile_Bus,0
29.0,O-,25.0,20.0,13252,11,Clinic,1
44.0,O+,4.0,54.0,6606,92,Mobile_Bus,0
41.0,B+,14.0,41.0,10000,59,Clinic,0
48.0,A+,2.0,34.0,9161,12,Hospital,1
55.0,B-,25.0,46.0,11752,77,Hospital,1
42.0,O-,4.0,39.0,2122,92,Hospital,1
55.0,B+,18.0,57.0,8672,78,Clinic,1
59.0,B-,6.0,41.0,1696,23,Hospital,0
58.0,A+,19.0,41.0,7735,51,Mobile_Bus,1
28.0,AB+,26.0,12.0,1837,64,Clinic,0
48.0,B-,18.0,19.0,7222,60,Mobile_Bus,1
53.0,B-,4.0,19.0,10274,64,Hospital,0
54.0,O-,25.0,10.0,14715,62,Clinic,1
27.0,AB+,15.0,40.0,3740,47,Mobile_Bus,0
26.0,A-,16.0,6.0,2543,70,Mobile_Bus,1
64.0,B+,25.0,33.0,4304,86,Mobile_Bus,0
28.0,A-,,57.0,5517,46,Hospital,1
56.0,AB-,29.0,,13445,35,Clinic,0
,B-,1.0,52.0,13304,16,Mobile_Bus,0
54.0,B-,11.0,52.0,5631,55,Hospital,0
23.0,O+,9.0,10.0,3598,73,Hospital,1
27.0,A+,27.0,6.0,1683,98,Hospital,0
36.0,B-,5.0,28.0,4818,18,Hospital,0
,A-,24.0,34.0,8098,33,Hospital,1
27.0,A-,28.0,13.0,4316,93,Hospital,1
58.0,A-,18.0,38.0,1061,29,Mobile_Bus,0
32.0,AB+,20.0,40.0,13539,17,Clinic,0
28.0,A+,15.0,15.0,12279,21,Clinic,0
36.0,AB-,15.0,24.0,8268,66,Hospital,1
36.0,B-,18.0,59.0,4487,33,Hospital,0
24.0,AB+,22.0,6.0,6911,29,Mobile_Bus,0
27.0,B+,1.0,51.0,8437,99,Clinic,0
26.0,B-,20.0,7.0,4509,61,Hospital,0
54.0,B-,28.0,46.0,8737,16,Clinic,0
57.0,O-,25.0,,7062,22,Clinic,0
53.0,AB+,27.0,27.0,5907,70,Hospital,0
18.0,AB-,15.0,,14287,60,Hospital,1
19.0,A-,3.0,48.0,3433,6,Mobile_Bus,0
30.0,AB+,8.0,35.0,2850,30,Clinic,1
29.0,O-,5.0,27.0,10889,31,Hospital,1
26.0,O-,1.0,,3841,82,Hospital,0
39.0,A-,24.0,24.0,11181,5,Mobile_Bus,1
40.0,O-,6.0,33.0,4640,30,Clinic,0
35.0,AB+,17.0,28.0,5445,37,Hospital,1
46.0,B+,18.0,48.0,14409,25,Clinic,0
47.0,O+,8.0,18.0,10525,77,Hospital,0
61.0,AB+,21.0,4.0,12698,71,Mobile_Bus,1
62.0,AB+,20.0,39.0,13212,87,Hospital,1
63.0,B-,4.0,40.0,12185,67,Hospital,1
48.0,A-,13.0,11.0,10632,44,Hospital,1
22.0,O+,19.0,41.0,6460,1,Hospital,0
26.0,O+,14.0,9.0,13009,91,Hospital,0
60.0,AB-,13.0,34.0,6308,70,Clinic,0
39.0,B+,24.0,44.0,4735,18,Mobile_Bus,0
48.0,B+,18.0,36.0,13616,95,Hospital,0
34.0,O+,21.0,13.0,1553,64,Hospital,0
19.0,B-,20.0,25.0,12757,7,Clinic,1
42.0,O-,18.0,54.0,12128,86,Mobile_Bus,1
,A+,7.0,,3024,35,Mobile_Bus,0
53.0,B+,2.0,45.0,12502,25,Hospital,0
41.0,O-,27.0,38.0,11337,62,Mobile_Bus,0
27.0,A+,15.0,,2247,3,Hospital,1
57.0,AB+,24.0,11.0,4235,20,Hospital,0
48.0,B-,10.0,47.0,9294,29,Clinic,0
50.0,O-,17.0,54.0,6324,5,Clinic,0
18.0,A+,26.0,,13018,25,Hospital,1
19.0,AB-,19.0,3.0,9313,70,Clinic,1
57.0,AB-,7.0,,3747,64,Clinic,1
20.0,A-,23.0,46.0,3507,27,Hospital,0
38.0,A-,19.0,4.0,4760,59,Clinic,0
39.0,B+,19.0,54.0,4177,95,Hospital,1
28.0,O+,8.0,22.0,5600,55,Hospital,1
61.0,O+,2.0,4.0,13103,4,Mobile_Bus,0
22.0,A+,11.0,34.0,6910,65,Hospital,0
,B+,,32.0,10104,26,Clinic,0
21.0,B-,29.0,59.0,9873,62,Hospital,1
63.0,AB+,14.0,34.0,9539,78,Mobile_Bus,1
52.0,A+,18.0,13.0,8713,97,Mobile_Bus,0
27.0,A-,21.0,31.0,5765,6,Hospital,0
37.0,B+,19.0,,13087,65,Mobile_Bus,1
40.0,A+,16.0,,8951,37,Clinic,1
56.0,AB+,29.0,18.0,3774,26,Clinic,1
33.0,O-,27.0,,9960,92,Clinic,0
62.0,AB-,18.0,3.0,2037,68,Mobile_Bus,0
50.0,A-,24.0,1.0,7280,79,Clinic,1
35.0,B+,,50.0,8210,50,Mobile_Bus,1
24.0,A-,27.0,25.0,7893,26,Mobile_Bus,1
29.0,AB+,9.0,52.0,2607,95,Hospital,0
63.0,B+,24.0,39.0,3940,99,Hospital,0
40.0,A-,22.0,58.0,7319,21,Hospital,0
62.0,AB-,25.0,17.0,4640,56,Clinic,0
64.0,B-,27.0,40.0,8969,38,Mobile_Bus,0
49.0,B-,3.0,37.0,2752,71,Hospital,1
29.0,A-,22.0,3.0,6084,16,Clinic,0
47.0,O+,20.0,20.0,9842,27,Clinic,0
36.0,AB+,3.0,6.0,11346,39,Mobile_Bus,0
34.0,AB+,23.0,54.0,3558,3,Mobile_Bus,0
21.0,O+,11.0,44.0,999,70,Clinic,0
63.0,O-,17.0,51.0,2145,96,Mobile_Bus,1
59.0,A-,5.0,37.0,5742,93,Mobile_Bus,1
43.0,O+,18.0,35.0,9294,76,Clinic,1
20.0,B-,3.0,29.0,13050,78,Mobile_Bus,0
,AB-,22.0,28.0,3086,77,Mobile_Bus,1
35.0,O-,10.0,49.0,3822,90,Clinic,0
57.0,AB+,11.0,43.0,6736,94,Mobile_Bus,1
57.0,AB+,27.0,23.0,4488,42,Mobile_Bus,0
41.0,B+,7.0,10.0,14752,94,Clinic,1
23.0,AB-,,33.0,9811,23,Clinic,0
40.0,O+,27.0,50.0,13392,16,Clinic,1
52.0,O-,11.0,,11539,88,Hospital,1
36.0,AB-,23.0,51.0,2561,87,Mobile_Bus,1
58.0,A-,19.0,56.0,8736,35,Mobile_Bus,1
57.0,B+,18.0,22.0,4092,2,Clinic,0
43.0,B-,2.0,8.0,14046,17,Hospital,0
25.0,A-,8.0,9.0,12351,32,Hospital,0
28.0,AB-,6.0,42.0,12746,68,Mobile_Bus,1
49.0,AB+,27.0,35.0,1237,27,Clinic,1
19.0,AB+,14.0,12.0,10233,20,Hospital,1
47.0,B+,27.0,2.0,12281,75,Clinic,1
23.0,A+,4.0,7.0,9180,41,Hospital,0
47.0,O+,26.0,41.0,9443,70,Clinic,0
38.0,A-,21.0,18.0,14064,14,Clinic,0
26.0,AB+,2.0,4.0,13149,89,Clinic,1
59.0,A-,26.0,48.0,8393,78,Clinic,0
22.0,A-,11.0,26.0,2684,37,Clinic,0
64.0,A+,12.0,10.0,12935,65,Clinic,1
57.0,B-,28.0,36.0,4410,57,Hospital,0
27.0,A+,8.0,49.0,12135,71,Mobile_Bus,1
39.0,O-,5.0,,8787,3,Hospital,0
23.0,A+,5.0,47.0,14297,78,Clinic,1
49.0,AB+,3.0,50.0,14985,65,Mobile_Bus,0
38.0,A-,10.0,9.0,1678,22,Clinic,1
59.0,O-,4.0,25.0,2631,55,Clinic,0
20.0,B+,20.0,39.0,6086,15,Hospital,1
25.0,O+,14.0,4.0,6977,16,Hospital,0
37.0,A-,9.0,3.0,14073,26,Hospital,0
55.0,A-,,47.0,12405,91,Clinic,1
48.0,AB-,10.0,35.0,12258,71,Mobile_Bus,0
18.0,AB-,28.0,55.0,2021,55,Hospital,0
62.0,AB+,14.0,5.0,13879,73,Hospital,1
55.0,O-,6.0,14.0,5124,45,Mobile_Bus,0
40.0,O-,,26.0,7425,7,Mobile_Bus,0
43.0,AB-,13.0,44.0,12718,55,Mobile_Bus,0
33.0,A-,29.0,27.0,1988,65,Hospital,1
51.0,O+,25.0,9.0,4613,79,Clinic,0
39.0,AB+,23.0,22.0,11275,57,Mobile_Bus,0
52.0,A+,20.0,,5834,60,Mobile_Bus,1
29.0,B-,27.0,38.0,2755,57,Mobile_Bus,1
47.0,AB+,4.0,13.0,4775,61,Hospital,0
53.0,AB-,21.0,23.0,11982,5,Clinic,0
37.0,AB+,25.0,15.0,5891,38,Hospital,1
37.0,O+,18.0,8.0,496,23,Mobile_Bus,1
34.0,O-,23.0,40.0,12097,22,Hospital,1
64.0,O-,1.0,34.0,1535,40,Hospital,1
56.0,AB-,16.0,1.0,8823,59,Mobile_Bus,1
38.0,O+,11.0,44.0,7194,1,Clinic,1
55.0,AB-,,21.0,10501,19,Hospital,1
50.0,O-,28.0,31.0,14663,77,Clinic,0
64.0,AB-,5.0,58.0,13616,47,Clinic,1
47.0,O-,9.0,,10216,5,Hospital,0
38.0,B-,16.0,57.0,11977,69,Hospital,1
18.0,O-,23.0,27.0,4524,4,Mobile_Bus,1
31.0,O-,6.0,23.0,2028,63,Clinic,1
,AB+,12.0,44.0,7528,9,Clinic,0
28.0,A-,19.0,34.0,13858,21,Mobile_Bus,0
56.0,B+,14.0,4.0,1906,76,Clinic,1
59.0,AB-,26.0,5.0,8762,40,Mobile_Bus,1
32.0,A-,20.0,24.0,5038,86,Mobile_Bus,0
25.0,B-,14.0,23.0,6548,27,Mobile_Bus,0
55.0,O+,20.0,27.0,12992,1,Hospital,0
58.0,A-,18.0,40.0,10545,78,Clinic,1
45.0,B+,29.0,47.0,12070,50,Mobile_Bus,0
50.0,O+,8.0,9.0,5885,92,Mobile_Bus,0
42.0,A-,,19.0,11826,8,Hospital,0
,AB+,,36.0,7133,71,Clinic,1
46.0,AB-,17.0,45.0,10269,76,Hospital,1
56.0,O-,11.0,30.0,1045,95,Mobile_Bus,1
40.0,AB+,11.0,20.0,1837,84,Clinic,0
49.0,A+,16.0,43.0,14077,17,Clinic,0
55.0,AB-,6.0,28.0,5614,86,Mobile_Bus,0
20.0,O+,1.0,43.0,7383,57,Mobile_Bus,0
24.0,AB+,16.0,39.0,14277,59,Hospital,0
42.0,O-,24.0,,12963,11,Hospital,1
55.0,B+,12.0,51.0,8446,79,Mobile_Bus,0
30.0,AB+,24.0,31.0,4731,63,Hospital,1
42.0,A+,25.0,43.0,10542,33,Mobile_Bus,0
32.0,O-,23.0,47.0,4547,40,Hospital,0
58.0,AB+,20.0,,13258,63,Mobile_Bus,1
20.0,O+,,31.0,13339,45,Clinic,0
18.0,AB+,28.0,54.0,13870,87,Clinic,0
50.0,O+,20.0,56.0,2086,53,Hospital,1
36.0,B-,15.0,38.0,5786,16,Clinic,1
29.0,A+,4.0,36.0,1227,94,Mobile_Bus,0
48.0,A+,9.0,40.0,9405,34,Clinic,0
42.0,AB-,,44.0,14678,24,Clinic,0
42.0,AB+,17.0,49.0,11374,26,Mobile_Bus,0
42.0,B+,29.0,4.0,6362,70,Hospital,0
54.0,A+,1.0,7.0,3677,61,Hospital,1
61.0,O-,21.0,23.0,3054,93,Hospital,1
23.0,A+,19.0,33.0,8552,85,Mobile_Bus,0
21.0,AB-,23.0,46.0,375,15,Hospital,0
28.0,A+,9.0,37.0,13214,11,Clinic,1
61.0,B+,17.0,46.0,5970,40,Mobile_Bus,0
24.0,O+,12.0,34.0,10808,25,Clinic,1
63.0,O+,18.0,32.0,1571,82,Clinic,0
42.0,B+,27.0,20.0,1981,49,Clinic,1
22.0,A-,6.0,40.0,13339,83,Hospital,1
19.0,A+,13.0,56.0,10846,37,Mobile_Bus,0
47.0,A-,1.0,54.0,12610,23,Clinic,1
,A-,2.0,25.0,3596,83,Clinic,1
25.0,B-,1.0,57.0,11990,30,Hospital,0
,AB+,25.0,24.0,5147,84,Clinic,1
60.0,O-,29.0,1.0,1822,28,Clinic,1
35.0,O-,25.0,40.0,5927,44,Mobile_Bus,1
20.0,O-,12.0,56.0,6041,83,Mobile_Bus,1
20.0,B-,10.0,41.0,5537,70,Clinic,1
32.0,O-,1.0,31.0,5701,27,Hospital,0
19.0,B-,10.0,21.0,5883,29,Hospital,0
54.0,O-,4.0,27.0,1457,9,Mobile_Bus,1
28.0,B-,19.0,44.0,9388,53,Hospital,0
57.0,AB+,1.0,43.0,1946,91,Clinic,1
29.0,AB-,28.0,,13194,25,Clinic,1
36.0,A-,20.0,8.0,10365,47,Hospital,0
35.0,B-,6.0,24.0,12829,72,Mobile_Bus,0
21.0,O-,12.0,34.0,9190,97,Hospital,1
45.0,A+,24.0,23.0,3844,83,Clinic,0
58.0,A-,,,3843,97,Clinic,1
26.0,O-,21.0,36.0,8289,98,Clinic,0
,AB+,8.0,1.0,11716,46,Mobile_Bus,0
33.0,A-,22.0,55.0,9871,44,Clinic,0
29.0,A-,28.0,50.0,14250,30,Hospital,1
39.0,A+,9.0,31.0,1433,71,Hospital,0
48.0,O-,12.0,20.0,4083,76,Mobile_Bus,1
,A+,29.0,4.0,779,9,Mobile_Bus,1
27.0,AB-,17.0,12.0,7990,62,Clinic,0
29.0,O+,23.0,39.0,3161,85,Hospital,1
33.0,A-,8.0,52.0,2533,58,Clinic,1
33.0,O-,1.0,19.0,12814,88,Clinic,1
54.0,A-,3.0,53.0,10807,42,Clinic,0
31.0,A-,,5.0,6150,63,Clinic,1
36.0,B-,12.0,33.0,6164,65,Clinic,0
24.0,AB-,,31.0,12481,9,Mobile_Bus,0
,O+,21.0,58.0,14131,71,Clinic,1
20.0,O-,4.0,40.0,11524,97,Hospital,0
49.0,O+,2.0,25.0,12528,80,Mobile_Bus,1
41.0,B-,29.0,19.0,4050,40,Clinic,0
39.0,B-,23.0,59.0,8881,2,Clinic,0
25.0,A+,10.0,57.0,14736,69,Hospital,1
24.0,A-,19.0,40.0,13711,4,Hospital,1
24.0,B+,8.0,1.0,9888,20,Clinic,1
19.0,O+,3.0,42.0,1105,15,Clinic,0
60.0,O+,17.0,23.0,14325,47,Mobile_Bus,1
27.0,A+,25.0,3.0,2584,41,Clinic,0
48.0,O+,21.0,51.0,13854,87,Hospital,1
34.0,AB-,20.0,27.0,584,24,Clinic,1
53.0,A+,29.0,3.0,6225,25,Clinic,1
24.0,A+,9.0,18.0,4152,69,Mobile_Bus,0
61.0,O+,16.0,37.0,6352,18,Mobile_Bus,0
46.0,AB-,1.0,37.0,8706,19,Mobile_Bus,0
37.0,B+,4.0,35.0,809,26,Mobile_Bus,1
28.0,B-,14.0,22.0,6451,80,Clinic,1
43.0,O+,4.0,4.0,13274,66,Clinic,0
56.0,AB+,13.0,36.0,12744,10,Clinic,0
26.0,A-,21.0,49.0,8963,4,Clinic,1
,B-,5.0,38.0,4769,93,Hospital,0
55.0,AB+,27.0,2.0,7658,10,Mobile_Bus,1
47.0,AB-,13.0,19.0,4702,68,Hospital,1
60.0,O-,11.0,56.0,13469,60,Clinic,1
20.0,O+,4.0,31.0,6831,42,Clinic,0
52.0,A+,15.0,59.0,9859,96,Clinic,0
49.0,B-,1.0,54.0,13210,11,Hospital,0
25.0,A-,6.0,39.0,12227,78,Clinic,0
29.0,AB+,22.0,8.0,6799,4,Mobile_Bus,1
53.0,A+,26.0,23.0,12222,74,Hospital,0
25.0,AB-,,19.0,2878,39,Mobile_Bus,0
45.0,A-,29.0,22.0,11254,41,Mobile_Bus,1
53.0,O-,,53.0,886,10,Clinic,0
41.0,AB-,1.0,3.0,8910,90,Hospital,0
52.0,B+,26.0,58.0,7013,8,Hospital,0
29.0,B+,19.0,10.0,10793,6,Clinic,1
63.0,A-,9.0,42.0,4562,25,Hospital,0
49.0,AB+,,,7197,41,Hospital,0
54.0,AB-,1.0,43.0,400,56,Mobile_Bus,1
52.0,AB+,18.0,48.0,6043,24,Clinic,1
35.0,A-,17.0,30.0,10922,53,Clinic,1
63.0,AB-,,47.0,2280,93,Hospital,0
24.0,O-,13.0,7.0,13250,2,Clinic,0
61.0,O+,27.0,14.0,7952,50,Mobile_Bus,0
20.0,O-,4.0,13.0,4577,23,Hospital,1
57.0,B+,4.0,10.0,4283,78,Hospital,0
52.0,B-,2.0,45.0,13418,69,Clinic,1
44.0,B-,27.0,17.0,11010,14,Hospital,0
23.0,AB+,5.0,21.0,9602,47,Clinic,0
50.0,O-,6.0,35.0,7881,99,Hospital,0
58.0,O-,26.0,56.0,7343,26,Mobile_Bus,1
46.0,AB+,26.0,18.0,1947,54,Hospital,0
45.0,O+,15.0,56.0,14641,58,Hospital,0
,A+,8.0,9.0,11952,75,Hospital,0
46.0,A-,15.0,5.0,12752,93,Clinic,0
